reviews,overall_rating,trip_type,room_rating,service_rating,location_rating,platform,review_month,review_year,cleaned_reviews
"The only reason we kept coming back to the restaurant, was the good food. But the service is poor. Especially the manager in the restaurant is so arrogant and rude. No manners whatsoever to talk to customers. Will never visit again until that manager leaves.",1,solo,1,1,1,google,2025-04,2025,reason kept coming back restaurant good food service poor especially manager restaurant arrogant rude manners whatsoever talk customers never visit manager leaves
"Overall good services by sobin ,jeeva,dhanush,mano food satisfied thank you so much",4,solo,5,5,5,google,2025-02,2025,overall good services sobin jeevadhanushmano food satisfied thank much
Ambiance was too good.... Rooms are very spacious and neat & clean... Amenities are perfect,5,solo,5,5,5,google,2025-01,2025,ambiance good rooms spacious neat clean amenities perfect
Had a good stay for affordable price . Overall I had good experience and had food from there for affordable price. The room was very neat and clean . The staff was also very nice.,5,family,5,5,4,google,2025-01,2025,good stay affordable price overall good experience food affordable price room neat clean staff also nice
Excellent and Friendly service at the restaurant  The Food was not tasty and insipid. Moreover the portions are extremely small and no value for money . Will not visit the restaurant again but again I may just go for a tea because of the lovely warm staff in the restaurant,3,solo,3,3,4,google,2024-11,2024,excellent friendly service restaurant food tasty insipid moreover portions extremely small value money visit restaurant may go tea lovely warm staff restaurant
New property. Luxurious rooms. Good variety of veg and non veg buffet breakfast. Overall comfortable stay I had.,5,solo,5,5,5,google,2024-10,2024,new property luxurious rooms good variety veg non veg buffet breakfast overall comfortable stay
"Hotel is nice and new but the staffs are not competent enough. Very lethargic and in their own world. I couldnt login to my room TV internet then front desk said they will reset the password and let me know. Called once no response called twice no response and called thrice no response. I gave up and thought of taking a nap. Just with in 30mins after check-in, room service guy kept ringing the door bell and asked if we need room cleaning?
Room intercom doesnt have any stickers with which number to call where?
No hair dryer in the bathroom.",3,solo,4,2,5,google,2025-05,2025,hotel nice new staffs competent enough lethargic world couldnt login room tv internet front desk said reset password let know called response called twice response called thrice response gave thought taking nap mins checkin room service guy kept ringing door bell asked need room cleaning room intercom doesnt stickers number call hair dryer bathroom
Room is very comfortable Front desk staff very friendly and helpful Person,5,business,5,4,5,google,2025-01,2025,room comfortable front desk staff friendly helpful person
Staff is v v nice specially the front office lady Bhoomika and the Shef Mohammad,5,solo,5,5,5,google,2025-02,2025,staff v v nice specially front office lady bhoomika shef mohammad
The great place to spent time with family,5,family,5,5,5,google,2025-02,2025,great place spent time family
"Awesome place, for corporate stay and meetings,rooms were spacious, great ambiance",5,solo,5,5,5,google,2025-02,2025,awesome place corporate stay meetingsrooms spacious great ambiance
Awesome facilities and tasty healthy breakfast,5,solo,5,5,5,google,2025-06,2025,awesome facilities tasty healthy breakfast
Orders get little delayed when there is crowd. Food was good,4,solo,4,4,5,google,2025-03,2025,orders get little delayed crowd food good
"A very luxurious hotel. Right from the check-in to the check out, all the services are very good. I have utilized the gym, and it is also good. The checkout is also quick.",4,friends,4,4,4,google,2025-06,2025,luxurious hotel right checkin check services good utilized gym also good checkout also quick
Water in the wash basin didnt drain out quickly. Hot water in the bathroom was not hot enough. Other than that it was good service.,4,business,4,4,4,google,2025-04,2025,water wash basin didnt drain quickly hot water bathroom hot enough good service
"Never expected such a metro kind of experience in a tier 3 town like Erode. Everything was perfect. The only small challenge I felt was, when the restaurant is full, the team is unable to serve promptly.",5,solo,5,5,5,google,2024-06,2024,never expected metro kind experience tier town like erode everything perfect small challenge felt restaurant full team unable serve promptly
"Clean, modern, new, comfortable, hotel with a wonderful restaurant and very helpful staff. Great location and ample, safe parking also available. Would definitely recommend.",5,solo,5,5,5,google,2024-07,2024,clean modern new comfortable hotel wonderful restaurant helpful staff great location ample safe parking also available would definitely recommend
"Amazing Hotel to stay..Slightly away from the city. Good parking space, Good food and the breakfast buffet is excellent..a mix of South Indian and continental",5,couple,5,5,5,google,2025-04,2025,amazing hotel stayslightly away city good parking space good food breakfast buffet excellenta mix south indian continental
"Hospitality thy name is TURMERIC!
Service with a smile from the supportive staff created very good memories at this boutique luxurious hotel...an unexpected experience at erode shirt stay",5,couple,5,5,5,google,2024-11,2024,hospitality thy name turmeric service smile supportive staff created good memories boutique luxurious hotelan unexpected experience erode shirt stay
Visiting from US and traveled to Erode for business. Rooms were comfortable and clean. Staff was competent. Restaurant was good. Would stay here again.,4,solo,4,4,4,google,2024-10,2024,visiting us traveled erode business rooms comfortable clean staff competent restaurant good would stay
Very nicely decorated restaurant but service needs to be improved greatly. Need more professional staff to do justice to the upscale restaurant. Dinner shouldn't take 3 hours to complete.,3,solo,4,3,5,google,2024-10,2024,nicely decorated restaurant service needs improved greatly need professional staff justice upscale restaurant dinner shouldnt take hours complete
"Very spacious and comfortable stay.. Breakfast was good.. Néw hotel, clean with good bed.. Definitely recommend for a stay over",5,couple,5,5,5,google,2024-08,2024,spacious comfortable stay breakfast good nw hotel clean good bed definitely recommend stay
The reception hall is good and the rooms are very good .,4,business,4,4,4,google,2025-06,2025,reception hall good rooms good
"Nice hospitality with big rooms. Front desk and room service team are cooperative. I strongly recommend for business travel, family trips",5,business,5,4,4,google,2025-04,2025,nice hospitality big rooms front desk room service team cooperative strongly recommend business travel family trips
Staff here are rowdies pls be careful they will mess with ur peace of mind while staying,1,solo,1,1,1,google,2025-03,2025,staff rowdies pls careful mess ur peace mind staying
Great place to stay enjoyed a lot the staffs were friendly rooms were very comfortable food was awesome,5,family,5,5,5,google,2024-10,2024,great place stay enjoyed lot staffs friendly rooms comfortable food awesome
"First thing,the accommodation very neat.They maintained good housekeeping.The breakfast very nice.Staff also very friendly especially Mr Vinod and Mr Suresh.Overally best hotel and value for money.",5,business,5,5,5,google,2024-06,2024,first thingthe accommodation neatthey maintained good housekeepingthe breakfast nicestaff also friendly especially mr vinod mr sureshoverally best hotel value money
"Its a new hotel, rooms were clean and neat. But food is very average and not worthy for the money",3,friends,3,2,3,google,2024-06,2024,new hotel rooms clean neat food average worthy money
Very very bad experience from management calls. Much disturbing to friends who came to meet us in room. Spoiled everyone mindset by poor management,1,friends,1,1,1,google,2024-06,2024,bad experience management calls much disturbing friends came meet us room spoiled everyone mindset poor management
Service good responsible very very good food ultimate goo,5,family,5,5,5,google,2025-06,2025,service good responsible good food ultimate goo
"While being in a business trip, I had a very nice stay at this hotel. Very nice staff and the food was delicious my compliment to the chef",4,solo,4,4,5,google,2024-07,2024,business trip nice stay hotel nice staff food delicious compliment chef
Such a posh hotel with live spiders in room. There were close to 5 spiders in room.,1,solo,1,4,4,google,2024-10,2024,posh hotel live spiders room close spiders room
The restaurant in this hotel is really good. The service is excellent.,5,family,5,5,5,google,2024-11,2024,restaurant hotel really good service excellent
Awesome place... spacious and neat room. Clean bathroom. Good customer service at an affordable price,5,family,5,5,5,google,2024-06,2024,awesome place spacious neat room clean bathroom good customer service affordable price
Hotel staff without ethics and honesty ....will do anything they want,1,solo,1,1,1,google,2024-11,2024,hotel staff without ethics honesty anything want
Room was good and spacious.,4,solo,5,4,4,google,2025-06,2025,room good spacious
"One of the best hotels I have stayed. Hospitality, services and food top notch. Bravo",5,business,5,5,5,google,2024-06,2024,one best hotels stayed hospitality services food top notch bravo
Harrasement for families .....worst hotel ....misleading pictures ....no parking facilities .....,1,family,1,1,1,google,2025-04,2025,harrasement families worst hotel misleading pictures parking facilities
taste of the food is a big question mark and that too for the pricing,4,family,4,3,4,google,2024-06,2024,taste food big question mark pricing
Plz lookafter to improve food taste and quality,4,family,4,4,4,google,2024-10,2024,plz lookafter improve food taste quality
"I am attending expo
very nice place",5,family,4,4,4,google,2024-10,2024,attending expo nice place
Comfortable and a well maintained hotel,5,family,5,4,5,google,2024-11,2024,comfortable well maintained hotel
Worst people no disciple,1,family,1,1,1,google,2025-02,2025,worst people disciple
Rooms are expensive for the facility provided.,3,business,4,3,4,google,2025-02,2025,rooms expensive facility provided
Ambient good,4,business,4,4,4,google,2025-02,2025,ambient good
Restaurant is good.,5,family,4,4,4,google,2025-04,2025,restaurant good
We went to restaurants Wrost service bed service,1,family,1,1,1,google,2024-06,2024,went restaurants wrost service bed service
Meeting hall was great ,4,solo,4,4,4,google,2024-11,2024,meeting hall great
The Dinning Hall With Banquet Hall Is Too Small,5,friends,5,5,5,google,2024-11,2024,dinning hall banquet hall small
"It was a pleasent stay at Hotel Turmeric, Erode.",5,solo,5,5,5,google,2025-04,2025,pleasent stay hotel turmeric erode
good to have functions..... get togethers....,5,solo,5,5,5,google,2024-06,2024,good functions get togethers
Calm restaurant and tasty food...,5,family,4,5,5,google,2024-11,2024,calm restaurant tasty food
Newly built Hotel and easy to access.,4,family,4,4,4,google,2024-07,2024,newly built hotel easy access
Good choice in erode new property .,5,family,5,4,5,google,2024-08,2024,good choice erode new property
Well designed hotel at Erode,5,family,5,4,5,google,2024-08,2024,well designed hotel erode
Not focus in rest room,2,family,2,3,4,google,2024-08,2024,focus rest room
Becoming a good business hotel .,4,solo,4,3,4,google,2024-10,2024,becoming good business hotel
Food taste was not that much impressive,5,family,4,3,4,google,2024-10,2024,food taste much impressive
Your contact number is switched off,3,solo,3,3,3,google,2024-07,2024,contact number switched
Nice stay,5,solo,5,5,5,google,2024-10,2024,nice stay
Good.,4,friends,4,4,4,google,2024-11,2024,good
Excellent,4,business,4,4,4,google,2024-11,2024,excellent
Good service,5,solo,5,5,5,google,2024-10,2024,good service
Nice Hotel in Erode,4,solo,4,4,4,google,2024-07,2024,nice hotel erode
Highly recommended,5,solo,5,5,5,google,2024-06,2024,highly recommended
Bit costly. Can try once especially appam.,3,solo,4,3,3,google,2024-06,2024,bit costly try especially appam
" We chose this hotel for its swimming pool. When checking in, the receptionist gives us his opening hours: from 6am to 6pm. Once in the room, we go for a swim and... The swimming pool is closed! The same receptionist confirmed to me that the swimming pool was closed for maintenance for several days, even though he had not told us anything at check-in.
Very disappointed
Much too expensive given the lack of service.",3,couple,5,2,3,google,2024-11,2024,chose hotel swimming pool checking receptionist gives us opening hours pm room go swim swimming pool closed receptionist confirmed swimming pool closed maintenance several days even though told us anything checkin disappointed much expensive given lack service
It is a nice hotel. I had a pleasant stay. Thank you,5,solo,5,5,5,makemytrip,2025-06,2025,nice hotel pleasant stay thank
"Excellent kitchen, very cordial staff. the location suits us. the front desk went out of its way to help with printing my daughter's project work.",5,family,5,5,5,makemytrip,2025-06,2025,excellent kitchen cordial staff location suits us front desk went way help printing daughters project work
"The reception team was very rude. Inspite of booking a king bed, they provided room with twin bed. The way they handled this incident was very rude and arrogant. Totally worst experience.",1,business,1,1,1,makemytrip,2025-06,2025,reception team rude inspite booking king bed provided room twin bed way handled incident rude arrogant totally worst experience
Brand new hotel with very good facilities. Breakfast buffet has wide spread tasty food. Location is on the Main Road. Thindal Murugan Temple is walkable from this hotel.,5,solo,5,5,5,makemytrip,2025-05,2025,brand new hotel good facilities breakfast buffet wide spread tasty food location main road thindal murugan temple walkable hotel
"Great stay. Great rooms and ambience. Restaurant ambience and food was exceptional. However, I felt that the room service was a bit disappointing as we had to remind them twice for each item.",5,business,5,5,5,makemytrip,2025-05,2025,great stay great rooms ambience restaurant ambience food exceptional however felt room service bit disappointing remind twice item
"It was a pleasant stay with family. As we were travelling the city, we enjoyed the stay. It was rejuvenating our travel.",5,family,5,5,5,makemytrip,2025-05,2025,pleasant stay family travelling city enjoyed stay rejuvenating travel
Dinner limit of 700 not mentioned while booking. Hotel not at par with 4 star rating. Room service didn't pick call in afternoons. Order never delivered.,3,solo,3,2,1,makemytrip,2025-05,2025,dinner limit mentioned booking hotel par star rating room service didnt pick call afternoons order never delivered
All good.,5,solo,5,5,5,makemytrip,2025-05,2025,good
"Good, clean and safe property. Breakfast is fine. Clean rooms, good breakfast, location reachable. Recommendable.",4,business,4,4,4,makemytrip,2025-05,2025,good clean safe property breakfast fine clean rooms good breakfast location reachable recommendable
The property was very neat and clean. Like home.,5,business,5,5,5,makemytrip,2025-05,2025,property neat clean like home
The hotel was very neat. Rooms and bathrooms were top notch. Food was good. The best in Erode.,5,solo,5,5,5,makemytrip,2025-05,2025,hotel neat rooms bathrooms top notch food good best erode
Location good. Amenities and food were excellent. Very good staff and service.,5,couple,5,5,5,makemytrip,2025-05,2025,location good amenities food excellent good staff service
Staff behaved rudely. Room was well cleaned.,2,family,2,1,2,makemytrip,2025-05,2025,staff behaved rudely room well cleaned
Nice check in experience. Rooms are spacious and well organized. Happy stay.,5,couple,5,5,5,makemytrip,2025-05,2025,nice check experience rooms spacious well organized happy stay
All excellent. Really price worthy. Food is excellent. Nice ambience. Facilities are okay with reference to price.,5,solo,5,5,5,makemytrip,2025-04,2025,excellent really price worthy food excellent nice ambience facilities okay reference price
5 star rating. Good location. Kind staff. Quality breakfast.,5,family,5,5,5,makemytrip,2025-04,2025,star rating good location kind staff quality breakfast
Location and facilities very good. Food was good but less variety. No kids pool. Overall very good.,4,family,4,4,4,makemytrip,2025-04,2025,location facilities good food good less variety kids pool overall good
Room was sticky and not clean. Footprints were visible.,3,family,3,2,2,makemytrip,2025-03,2025,room sticky clean footprints visible
Very pleasant stay. Good breakfast. Courteous and helpful staff. Centrally located hotel.,5,couple,5,5,5,makemytrip,2025-03,2025,pleasant stay good breakfast courteous helpful staff centrally located hotel
Check in was easy. Room service was good. Polite staff. Good ambience. Clean rooms.,5,couple,5,5,5,makemytrip,2025-03,2025,check easy room service good polite staff good ambience clean rooms
"Excellent interiors, clean and spacious rooms. Very good food. Great experience in Erode.",5,business,5,5,5,makemytrip,2025-02,2025,excellent interiors clean spacious rooms good food great experience erode
Hospitality was very good. Comfortable stay.,5,business,5,5,5,makemytrip,2025-02,2025,hospitality good comfortable stay
Prime location. Food like homemade. Good amenities and services for Erode.,4,couple,4,4,4,makemytrip,2025-02,2025,prime location food like homemade good amenities services erode
"Reached hotel by 6pm, got room only by 7:30pm. Not fair.",2,solo,2,1,2,makemytrip,2025-02,2025,reached hotel pm got room pm fair
"Excellent property. Clean, spacious rooms. Great buffet breakfast. Underground parking.",5,business,5,5,5,makemytrip,2025-01,2025,excellent property clean spacious rooms great buffet breakfast underground parking
Car damaged in hotel parking. Staff refused responsibility despite CCTV evidence. Poorly managed.,1,business,1,1,1,makemytrip,2025-01,2025,car damaged hotel parking staff refused responsibility despite cctv evidence poorly managed
Wonderful experience. Friendly staff. Excellent food. Convenient location.,5,solo,5,5,5,makemytrip,2024-12,2024,wonderful experience friendly staff excellent food convenient location
Prime area. Spacious and clean rooms. Good breakfast. Plenty of parking.,5,business,5,5,5,makemytrip,2024-12,2024,prime area spacious clean rooms good breakfast plenty parking
Clean hotel with updated facilities. Great food. Some staff inattentive.,4,solo,4,4,4,makemytrip,2024-12,2024,clean hotel updated facilities great food staff inattentive
Very good room. Prompt service. Tasty food. Pleasant experience.,5,business,5,5,5,makemytrip,2024-12,2024,good room prompt service tasty food pleasant experience
Food was excellent. Comfortable stay. Cooperative staff. Cleanliness rated 5 stars.,4,business,4,4,4,makemytrip,2024-12,2024,food excellent comfortable stay cooperative staff cleanliness rated stars
Affordable and good ambience. Excellent breakfast. Spacious and clean rooms.,5,solo,5,5,5,makemytrip,2024-12,2024,affordable good ambience excellent breakfast spacious clean rooms
Spacious and neat room. Well-maintained amenities. Superb breakfast.,5,business,5,5,5,makemytrip,2024-12,2024,spacious neat room wellmaintained amenities superb breakfast
Beautiful stay. Spacious rooms. Excellent food. Prime location with ample parking.,5,family,5,5,5,makemytrip,2024-12,2024,beautiful stay spacious rooms excellent food prime location ample parking
Good stay. South Indian food was ordinary. Overpriced tea/coffee.,4,couple,4,4,4,makemytrip,2024-11,2024,good stay south indian food ordinary overpriced teacoffee
"Enjoyed food, ambience and service. Spacious room. Reasonable rate.",5,couple,5,5,5,makemytrip,2024-11,2024,enjoyed food ambience service spacious room reasonable rate
Nice location near Thindal. Must try mutton biryani and breakfast. Pool and gym well maintained.,5,solo,5,5,5,makemytrip,2024-11,2024,nice location near thindal must try mutton biryani breakfast pool gym well maintained
AC not working. No electricity all night. No breakfast despite promise. Worst experience.,1,solo,1,1,1,makemytrip,2024-11,2024,ac working electricity night breakfast despite promise worst experience
Courteous staff. Well maintained property. Ample parking. Great food.,4,couple,4,4,4,makemytrip,2024-10,2024,courteous staff well maintained property ample parking great food
Nice place to stay. Clean rooms. Good location. Front office support is very good.,4,business,4,4,4,makemytrip,2024-10,2024,nice place stay clean rooms good location front office support good
AC issues unresolved till midnight. Room finally shifted was not clean. Bar not operational.,2,couple,2,1,2,makemytrip,2024-10,2024,ac issues unresolved till midnight room finally shifted clean bar operational
"Issues with room allocation, AC, fan, bathroom fixtures. Breakfast was good.",3,business,3,2,3,makemytrip,2024-10,2024,issues room allocation ac fan bathroom fixtures breakfast good
Great value for money. Good location. Good food. Better staff. Neat and clean rooms.,5,solo,5,5,5,makemytrip,2024-10,2024,great value money good location good food better staff neat clean rooms
Hotel staff is welcoming.,5,business,5,5,5,makemytrip,2024-10,2024,hotel staff welcoming
Found via MakeMyTrip. Wonderful location. Cooperative employees.,4,business,4,4,5,makemytrip,2024-09,2024,found via makemytrip wonderful location cooperative employees
"Clean rooms, good food, prompt service, accessible location.",4,business,4,4,4,makemytrip,2024-09,2024,clean rooms good food prompt service accessible location
"Very clean room, courteous staff, smooth check-in/out, pleasant stay.",5,couple,5,5,5,makemytrip,2024-09,2024,clean room courteous staff smooth checkinout pleasant stay
"Spacious rooms, clean bathrooms, good breakfast, professional staff.",5,solo,5,5,5,makemytrip,2024-08,2024,spacious rooms clean bathrooms good breakfast professional staff
"Toilet was used before check-in, very unhygienic, terrible first experience.",1,couple,1,1,1,makemytrip,2024-08,2024,toilet used checkin unhygienic terrible first experience
"Spacious rooms, value for money, complimentary room upgrade.",5,couple,5,5,5,makemytrip,2024-08,2024,spacious rooms value money complimentary room upgrade
"Neat and clean rooms, variety of food, good experience.",5,business,5,5,5,makemytrip,2024-08,2024,neat clean rooms variety food good experience
"Courteous staff, delicious breakfast, excellent parking.",5,business,5,5,5,makemytrip,2024-07,2024,courteous staff delicious breakfast excellent parking
"Good location, poor food quality, average amenities, privacy issues.",3,couple,3,2,3,makemytrip,2024-07,2024,good location poor food quality average amenities privacy issues
"Staff lied about upgrade availability, overall good hotel and breakfast.",2,solo,2,1,2,makemytrip,2024-07,2024,staff lied upgrade availability overall good hotel breakfast
"Excellent rooms, courteous staff, well-connected location, dorms for drivers.",4,business,4,4,4,makemytrip,2024-07,2024,excellent rooms courteous staff wellconnected location dorms drivers
Paid 1600 for dinner but got only 1000 voucher.,1,solo,1,1,1,makemytrip,2024-07,2024,paid dinner got voucher
"Enjoyed the stay with spouse, looking forward to next trip.",5,couple,5,5,5,makemytrip,2024-07,2024,enjoyed stay spouse looking forward next trip
"Excellent property, neat rooms, tasty food, helpful staff.",5,business,5,5,5,makemytrip,2024-07,2024,excellent property neat rooms tasty food helpful staff
"Good amenities and service, but food was overpriced.",4,solo,5,4,5,makemytrip,2024-06,2024,good amenities service food overpriced
"Excellent service, clean hotel, frequent visitor.",5,couple,5,5,5,makemytrip,2024-06,2024,excellent service clean hotel frequent visitor
"Neat, clean, comfortable rooms comparable to 5-star hotels.",5,business,5,5,5,makemytrip,2024-06,2024,neat clean comfortable rooms comparable star hotels
"Clean rooms, good service, slow checkout.",4,business,4,4,4,makemytrip,2024-06,2024,clean rooms good service slow checkout
"Spacious and well-maintained room, good furniture.",4,solo,4,4,4,makemytrip,2024-06,2024,spacious wellmaintained room good furniture
"Excellent design and furniture, very good breakfast.",4,couple,4,4,4,makemytrip,2024-06,2024,excellent design furniture good breakfast
"Spacious rooms, good ambience, helpful staff.",5,business,5,5,5,makemytrip,2024-05,2024,spacious rooms good ambience helpful staff
"Elegant decor, spacious rooms, impressive dining.",5,couple,5,5,5,makemytrip,2024-05,2024,elegant decor spacious rooms impressive dining
"Good breakfast, clean property, polite staff, good parking.",4,business,4,4,4,makemytrip,2024-05,2024,good breakfast clean property polite staff good parking
"Great for all trip types, peaceful location, excellent service.",5,business,5,5,5,makemytrip,2024-05,2024,great trip types peaceful location excellent service
"Neat room, beautiful interior, amazing breakfast.",5,couple,5,5,5,makemytrip,2024-04,2024,neat room beautiful interior amazing breakfast
"Cool, cozy, clean and excellent service.",5,solo,5,5,5,makemytrip,2024-04,2024,cool cozy clean excellent service
"Delicious food, needs better room service, hygiene maintained.",4,solo,4,4,4,makemytrip,2024-03,2024,delicious food needs better room service hygiene maintained
"Excellent rooms, good restaurant variety, some staff could be more helpful.",4,business,4,4,4,makemytrip,2024-03,2024,excellent rooms good restaurant variety staff could helpful
"Courteous staff, room view nice, minor breakfast and service issues, small pool.",4,family,4,4,4,makemytrip,2024-03,2024,courteous staff room view nice minor breakfast service issues small pool
"Budget-friendly, cooperative staff, good facilities.",5,business,5,5,5,makemytrip,2024-02,2024,budgetfriendly cooperative staff good facilities
"Spacious rooms and good food, but AC didnot work.",2,solo,2,1,2,makemytrip,2024-03,2024,spacious rooms good food ac didnot work
"Best hotel in town, great service and staff.",5,business,5,5,5,makemytrip,2024-02,2024,best hotel town great service staff
"Clean, great ambience, highly recommended.",5,family,5,5,5,makemytrip,2024-02,2024,clean great ambience highly recommended
"Clean rooms, great atmosphere, awesome breakfast.",5,family,5,5,5,makemytrip,2024-02,2024,clean rooms great atmosphere awesome breakfast
"Brand new hotel, high-speed internet, great breakfast.",5,business,5,5,5,makemytrip,2024-01,2024,brand new hotel highspeed internet great breakfast
"Smooth check-in, good South Indian breakfast, modern room.",5,business,5,5,5,makemytrip,2024-01,2024,smooth checkin good south indian breakfast modern room
"Best hotel in Erode, good staff, excellent rooms.",5,solo,5,5,5,makemytrip,2024-01,2024,best hotel erode good staff excellent rooms
"Clean rooms, highway connectivity, good veg/non-veg menu.",4,business,4,4,4,makemytrip,2024-01,2024,clean rooms highway connectivity good vegnonveg menu
Needs better housekeeping in the new hotel.,3,family,3,2,3,makemytrip,2023-12,2023,needs better housekeeping new hotel
"Spacious rooms, free upgrade, slow checkout, limited breakfast.",4,business,4,4,4,makemytrip,2023-12,2023,spacious rooms free upgrade slow checkout limited breakfast
"From the moment we arrived the staff at Turmeric made us feel welcome the receptionist were incredibly helpful and efficient ed, spacious,and impeccably clean,the bed was incredibly comfortable, and we slept wonderfully,the location of the hotel was also perfect, offering
The restaurant evening meals were equally impressive,the entire experience was exceptional, and we look forward to returning to Turmeric on our next trip",5,business,5,5,5,trip advisor,2025-06,2025,moment arrived staff turmeric made us feel welcome receptionist incredibly helpful efficient ed spaciousand impeccably cleanthe bed incredibly comfortable slept wonderfullythe location hotel also perfect offering restaurant evening meals equally impressivethe entire experience exceptional look forward returning turmeric next trip
"hotel Turmeric is very good, hygienic, neat and clean hotel. Ambience is attractive and front desk service was quick. Parking and authentic delicacy restaurant facilities are available. It's in prime location of the Erode town easy to access state highway and national highway",5,business,5,5,5,trip advisor,2025-06,2025,hotel turmeric good hygienic neat clean hotel ambience attractive front desk service quick parking authentic delicacy restaurant facilities available prime location erode town easy access state highway national highway
"I stayed at Hotel Turmeric in Erode  very clean and comfortable rooms. Staff were polite and helpful. The breakfast was good, and the overall ambience was peaceful. A great choice for a relaxing stay",5,solo,5,5,5,trip advisor,2025-05,2025,stayed hotel turmeric erode clean comfortable rooms staff polite helpful breakfast good overall ambience peaceful great choice relaxing stay
"""The front desk staff was exceptionally Mr.Palani and Ifran helpful and accommodating"".
""The housekeeping staff Mr.Muthamil did an excellent job of keeping the room clean and tidy"".
""The breakfast buffet was fantastic, with a wide variety of options"".
""The indoor pool was a great way to relax after a long day of sightseeing"".",5,friends,5,5,5,trip advisor,2025-06,2025,front desk staff exceptionally mrpalani ifran helpful accommodating housekeeping staff mrmuthamil excellent job keeping room clean tidy breakfast buffet fantastic wide variety options indoor pool great way relax long day sightseeing
Had a great one day here everything was just easy and comfortable -super smooth check -in and check out friendly staff Me.Ifran and Me.Palani Very helpful Person clean and cozy rooms .the food was honestly amazing too totally worth it .Would happily come again,5,family,5,5,5,trip advisor,2025-05,2025,great one day everything easy comfortable super smooth check check friendly staff meifran mepalani helpful person clean cozy rooms food honestly amazing totally worth would happily come
Excellent stay front office staff very helpful Person night shift staff Mr.ifran and Mr.Palani .And HK Team Mr.dularchand and Mr.arun super clean respectful staff very good service and spacious a very luxurious hotel all the services are very good,5,friends,5,5,5,trip advisor,2025-06,2025,excellent stay front office staff helpful person night shift staff mrifran mrpalani hk team mrdularchand mrarun super clean respectful staff good service spacious luxurious hotel services good
"I have a wonderful experience with the front office team during my stay. The room was always clean and well-maintained. I especially appreciated the little touches, like the neatly arranged towels and fresh linens. The staff was also very courteous and attentive. I felt very comfortable throughout my stay, thanks to the excellent service. Keep up the great work.
Specially thank for front offices team",5,business,5,5,5,trip advisor,2025-05,2025,wonderful experience front office team stay room always clean wellmaintained especially appreciated little touches like neatly arranged towels fresh linens staff also courteous attentive felt comfortable throughout stay thanks excellent service keep great work specially thank front offices team
"We booked this 4-star hotel expecting a comfortable and high-quality stay, but our experience was extremely disappointing. What we encountered was completely unacceptable and far from what was promised. This hotel does not live up to the hype, and based on our experience, it should be avoided at all costs.

Upon arrival, the room appeared clean. However, we noticed the hair dryer was not working. We informed the staff and they assured us it would be replaced, but no one followed up, and we received nothing. We let that slide at the time.

The next morning, we left our room in a hurry to attend a function, leaving it messy. To our surprise, when we returned, the room had been cleanedeven though we had not requested housekeeping. The towels and bedding had been changed, and everything looked neatly arranged.

This would have been fine, except we soon discovered that one of our gold earrings was missing. It had been stored in a pouch along with a necklace, but only the earring was gone. We searched the entire room but couldnt find it. When we reported the issue to the staff, their response was shockingly indifferent. They admitted that similar incidents had happened before but offered no help, no apology, and no reassurance. The least they could have done was inform us about a Do Not Disturb or room cleaning optionnone of which was communicated.

To make things worse, our experience at the hotel restaurant was underwhelming. While the food itself was decent, the service was extremely slow. Although we arrived a bit late, the staff seemed rushed and eager to wrap up for the night, which came off as unprofessional and unwelcoming.

Overall, this hotel failed on multiple frontsservice, professionalism, and most importantly, guest safety. I would strongly advise against staying here. Book this hotel only if you're prepared for a frustrating experience or the potential loss of your valuables",1,family,3,1,3,trip advisor,2025-05,2025,booked star hotel expecting comfortable highquality stay experience extremely disappointing encountered completely unacceptable far promised hotel live hype based experience avoided costs upon arrival room appeared clean however noticed hair dryer working informed staff assured us would replaced one followed received nothing let slide time next morning left room hurry attend function leaving messy surprise returned room cleanedeven though requested housekeeping towels bedding changed everything looked neatly arranged would fine except soon discovered one gold earrings missing stored pouch along necklace earring gone searched entire room couldnt find reported issue staff response shockingly indifferent admitted similar incidents happened offered help apology reassurance least could done inform us disturb room cleaning optionnone communicated make things worse experience hotel restaurant underwhelming food decent service extremely slow although arrived bit late staff seemed rushed eager wrap night came unprofessional unwelcoming overall hotel failed multiple frontsservice professionalism importantly guest safety would strongly advise staying book hotel youre prepared frustrating experience potential loss valuables
"Memorable stay at Turmeric Hotel. It truly felt royal and luxurious. The rooms were huge and classy. The morning breakfast was awesome, with a wide variety of options and amazing taste. Mr. Karthik, the manager, was very friendly and approachable. Thank you for the royal treat",5,couples,5,5,5,trip advisor,2025-04,2025,memorable stay turmeric hotel truly felt royal luxurious rooms huge classy morning breakfast awesome wide variety options amazing taste mr karthik manager friendly approachable thank royal treat
"My stay at the hotel turmeric is excellent . this hotel have a grand lobby with warm and welcoming staff at the reception. The food at the pavilion was really good . the room is excellent , really spacious. hotel Staff
Are kind and come forward to help. They have excellent facilities . The wifi facility was good ,",5,friends,5,5,5,trip advisor,2025-05,2025,stay hotel turmeric excellent hotel grand lobby warm welcoming staff reception food pavilion really good room excellent really spacious hotel staff kind come forward help excellent facilities wifi facility good
